nom_site,id_site,id_flux,longitude,latitude
Malakoff_vers_Gare_Sud,200000164,201000164,-1.536436677,47.21321869
Tortière_nord,200000165,201000165,-1.549365044,47.23544693
Tortière_sud,200000166,201000166,-1.549343586,47.23544693
St Florent le Vieil,200000169,200000169,-1.0286237,47.36404419
Logger,200000297,251000297,0.83224,48.40516
Bobigny,200000303,200000303,2.4426517,48.899834
pavillon_sous_bois  4015,200000305,200000305,2.5021095,48.914482
LAGOUBRAN,200000361,251000361,5.89373,43.12122
Avenue du Stade,200000421,200000421,2.3898826,51.03388337
Boulevard de L'Europe,200000422,200000422,2.12372292,50.99623155
Boulevard Victor Hugo,200000425,200000425,2.38101,51.02665
D2 Rue des 7 Planetes,200000427,200000427,2.38003,50.99959
D601 Pont du Chemin de Fer,200000432,200000432,2.36869,51.02865
D601 Pont à Roseaux,200000433,200000433,2.24931125,51.00219266
Avenue du 6 Juin 1944,200000442,200000442,2.406807326,51.03417491
D916 Rue de Lille,200000447,200000447,2.37314,51.0257
Place du Minck,200000451,353294518,2.37773,51.03914
Rue des Scieries,200000457,200000457,2.36601,51.02547
V_Hérouville,200000476,353485960,-0.32228,49.19502
TOULON EST (la Coulée Verte),200000510,251000510,5.97141,43.11777
Voie verte pontorson Mont St Michel,200000527,251000527,-1.5203,48.57657
Décines_Contre halage Pont de Décines_ID951-952_3G_,200000532,200000532,4.953702092,45.77466236
Vaulx en Velin_Pont de la Sucrerie_ID946-945_3G_,200000533,200000533,4.935870767,45.77058389
Vaulx en Velin_Contre-halage Pont Sucrerie_ID947-948_3G_,200000534,200000534,4.936337471,45.77074853
Lyon 7_Pont Raymond Barre_ID926-927_3G_,200000535,353479620,4.821243,45.732002
Vaulx en Velin_Halage Hippodrome_Jara_ID943-944_3G_,200000538,200000538,4.91854,45.76717
Marcq-en-Baroeul VVV,200000607,251000607,3.0861075,50.673473
Marquette-lez-Lille VVV,200000609,251000609,3.062348,50.66493
Eleu dit leauwette,200000613,251000613,2.81316,50.41736
Groffliers,200000615,251000615,1.60443,50.391567
Armentières Bd Faidherbe côté Nord,200000618,201000618,2.874314,50.68157
Armentières Bd Faidherbe côté Sud,200000619,201000619,2.874399831,50.68157
Capinghem direction La Chapelle Armentières,200000621,353467941,2.96067,50.64649
Comines,200000623,200000623,3.010323307,50.76107683
Croix,200000624,353510897,3.152265,50.668297
Haubourdin direction Haubourdin,200000626,201000626,2.989395612,50.61141541
Haubourdin direction Loos,200000627,353421198,2.989428,50.61146
LIL - GdBoulevard,200000630,200000630,3.0874739,50.656063
LIL-CORB-01-Vers Lille Flandres,200000631,353278800,3.0738642,50.638866
LIL-CORB-02-Vers Lille Europe,200000632,353283396,3.0736256,50.63862
Lille façade de l'Esplanade,200000633,200000633,3.053248,50.63913
Lézennes côté Darty,200000635,200000635,3.123807,50.613438
Mons En Baroeul,200000636,200000636,3.097252091,50.64201879
Roncq direction Roncq centre,200000638,201000638,3.1209004,50.763668
Roubaix  Av. Gustave Delory direction parc Barbieu,200000639,201000639,3.185241,50.67032
Roubaix Av Des Nations Unies côté collège,200000640,201000640,3.17557,50.69404
Roubaix Av. Gustave Delory direction Hem,200000642,353467933,3.185241,50.67032
Séclin coté pair,200000644,353265676,3.023323,50.54408
Tourcoing Av Allende sens descendant,200000645,201000645,3.16406,50.721878
Tourcoing Av Allende sens montant,200000646,201000646,3.164188333,50.72193
Tourcoing Rue de Roubaix,200000647,200000647,3.164333,50.714767
Villeneuve d'Ascq Bd Van Gogh,200000649,200000649,3.131189,50.621346
Voie verte Cambaie,200000660,251000660,MISSING,MISSING
RN2 Le Baril,200000665,200000665,MISSING,MISSING
RN2 Saint Benoit Plaines Ouest,200000667,200000667,MISSING,MISSING
RN2002 Bras Panon Nord,200000668,200000668,MISSING,MISSING
Voie verte Gillot,200000670,251000670,MISSING,MISSING
RN6 Bd Sud Gir. Cerf,200000671,200000671,MISSING,MISSING
RN6 Bd Sud Digue Finette,200000672,200000672,MISSING,MISSING
RN6 Bd Sud Foucques/Foucherolles,200000673,200000673,MISSING,MISSING
Lyon 8_A.Thomas_Manufacture des Tabacs_ID1049-1050_EVO_,200000698,353254434,4.860393405,45.74932982
Lyon 8_Pinel_L.Bonnevay _ID1601-1602_3G_,200000699,200000699,4.887435436,45.72246529
V300 - Véloroutes Perpignan/Thuir  - Ponteilla (Vélos + Piétons),200000703,202000703,2.80805,42.63446
RD 803 02 Latresne,200000794,251000794,-0.49538967,44.783203
VVS Harfleur,200000823,251000823,0.190261,49.513256
Cocquerel,200000831,251000831,1.95448415,50.04172651
Pont de Fil,200000834,251000834,0.6931893,47.399628
Pont Wilson,200000836,353247085,0.68588,47.39754
V5-route de plouzané,200000841,201000841,-4.63553,48.379234
pleuven,200000843,201000843,-4.032021,47.903356
Lomme,200000854,200000854,3.017531,50.64161
Vallauris,200000856,200000856,7.06393,43.55889
Villeneuve Loubet,200000857,200000857,7.143709,43.64267
Lille Pont de Fives,200000882,200000882,3.0823796,50.63269
Pont Tramway,200000906,200000906,0.688110039,47.37171534
Pont Napoléon OUEST,200000907,200000907,0.6768,47.39607
Pont Napoléon EST,200000908,200000908,0.67712,47.39589
Villarcher GSM Juin 2017,200000942,200000942,5.88331,45.61568
Beauvais,200000967,251000967,2.05373,49.43154
Vétraz-M/  Ecole F. Dolto,200000974,251000974,6.26771,46.18777
Prés-la-Rose,200000985,200000985,6.803812741,47.50736829
Chemilly (Multi P/V),200000992,251000992,6.0204,47.64977
Vélodyssée - Mimizan (les 3 collines),200001009,251001009,-1.234743072,44.21747033
croix de chavaux,200001016,200001016,2.43673,48.8581
Pont Saint Sauveur EST,200001017,200001017,0.67795,47.37164
Pont Saint Sauveur OUEST,200001018,200001018,0.67793,47.37165
Pont Sanitas EST,200001019,353580495,0.69679,47.37023
Pont Sanitas OUEST,200001020,353580512,0.69676,47.37024
ANT-V40-Sud A86,200001021,200001021,2.28486,48.76027
CHT-V40-Perrotin-Est,200001022,200001022,2.296026693,48.79997123
MAL-V40-Charles de Gaulle-ouest,200001023,200001023,2.2973,48.82158
NAN-V16-V32-V33-Hoche,200001024,200001024,2.192559418,48.904267
LACANAU-OCEAN,200001029,200001029,-1.193084788,45.0081275
Villeneuve d'Ascq - Parc Urbain,200001031,251001031,3.145607,50.635942
Entrée sud Pont J. Richard,200001036,200001036,4.850702956,46.77788002
Pont Noir,200001050,251001050,6.21416,46.1936547
Chemin de la digue - Gières,200001051,353653598,5.78279,45.19041
MEY_Chantourne,200001052,200001052,5.75618,45.19964
SMH1,200001053,353653649,5.75087,45.18908
Bouchemaine,200001054,251001054,-0.60461,47.42655
Paris | 28 Boulevard Diderot,200007049,201007049,2.375429,48.846028
Paris | 39 quai François Mauriac,200036718,201036718,2.376941,48.8344028
Paris | 18 quai de l'hotel de ville,200036719,201036719,2.35702,48.85372
Paris | 27 Boulevard Diderot,200041488,201041488,2.375456,48.846099
Paris | Voie Georges Pompidou,200042374,201042374,2.275932,48.848399
Paris | 67 boulevard voltaire,200044493,201044493,2.37376,48.86149
Paris | 10 avenue de la Grande Armée,200044494,201044494,2.29215,48.8747
Paris | 7 Avenue de la Grande Armée,200044495,201044495,2.29215,48.87451
Paris | 72 boulevard Voltaire,200044506,201044506,2.37407,48.86155
Rennes | Eco-Display Place de Bretagne,200045818,201045818,-1.68414,48.11003
Paris | 89 boulevard de Magenta,200047533,201047533,2.3544712,48.877686
Paris | 16 Avenue de la Porte des Ternes,200047534,201047534,2.281546031,48.88181008
Paris | Pont du Garigliano NO-SE,200047535,201047535,2.267151,48.839927
Paris | 102 boulevard de Magenta,200047536,201047536,2.354892,48.877885
Paris | Face au 16 avenue de la  Porte des Ternes,200047538,201047538,2.281203,48.881626
Paris | 21 Boulevard Auguste Blanqui,200047539,201047539,2.353199,48.830449
Paris | 72 boulevard Richard Lenoir ,200047540,201047540,2.372742,48.86077
Paris | Pont National SO-NE,200047541,201047541,2.38434,48.826503
Paris | Face au 48 quai de la marne,200047542,201047542,2.3857297,48.8912151
Paris | 77 boulevard Richard Lenoir,200047544,201047544,2.372279,48.860852
Paris | Face 104 rue d'Aubervilliers,200047545,201047545,2.3688522,48.890457
Paris | Face au 70 quai de Bercy,200047546,201047546,2.38699,48.8295233
Paris | rue Julia Bartet (Voie cyclable coté pair),200047547,201047547,2.303149,48.82648
Paris | Face au 25 quai de l'Oise,200047548,201047548,2.384954,48.8914149
Paris | Pont National NE-SO,200047549,201047549,2.38465,48.82682
Paris | 35 Boulevard de Ménilmontant,200047550,201047550,2.388364,48.860528
Paris | Pont du Garigliano,200047551,201047551,2.267099,48.839883
Paris | 152 boulevard du Montparnasse,200049407,201049407,2.333233,48.840801
Paris | 10 boulevard Auguste Blanqui,200049408,201049408,2.353237,48.830901
Giratoire Nord (Vélos),200049676,200049676,6.11743,45.93632
CB09 Voie Verte W.ROUSSEAU,200049691,200049691,2.380747692,51.0202407
Voie Verte BD Simone Veil,200049692,200049692,2.347928365,51.02420309
Magellan vers Ouest (CV0945),200049694,201049694,-1.549402177,47.20878965
Calvaire_vers_Est,200049697,201049697,-1.5606858,47.215454
De_Gaulle_vers_Nord,200049698,201049698,-1.536141,47.203037
De_Gaulle_vers_Sud,200049699,201049699,-1.5365165,47.203083
Magellan vers EST (CV0946),200049700,201049700,-1.549520028,47.20879772
Pont A. Briand vers Nord,200049701,201049701,-1.5427403,47.210674
Pont A. Briand vers Sud,200049702,201049702,-1.543435599,47.2115505
Pont des 3 Continents vers Sud,200049703,201049703,-1.56171878,47.19906945
Pont_A_de_Bretagne_Nord_vers_Sud,200049707,201049707,-1.566579408,47.20889019
Pont_Audibert_AMONT_vers_NORD,200049709,201049709,-1.5486511,47.207443
Pont_Audibert_amont_vers_SUD,200049710,201049710,-1.54890484,47.20731264
Pont_Audibert_AVAL_vers_SUD,200049711,201049711,-1.5615015,47.203396
Pont_de_Pirmil_vers_Sud (CV0670),200049712,201049712,-1.5426054,47.198135
Pont_de_Pornic_vers_le_Nord (CV0672),200049713,201049713,-1.549005574,47.20139355
Pont_de_Pornic_vers_le_Sud (CV0673),200049714,201049714,-1.548994845,47.20137532
Pont_Haudaudine_vers_Nord,200049715,201049715,-1.5554172,47.20899
Pont_Haudaudine_vers_Sud,200049716,201049716,-1.5554172,47.20899
Pont_WBrandt_vers_Beaulieu,200049717,201049717,-1.5359957,47.211834
Pont_WBrandt_vers_Malakoff,200049718,201049718,-1.5359957,47.211834
Stalingrad_vers_Est,200049719,201049719,-1.5427439,47.2177
Stalingrad_vers_Ouest,200049720,201049720,-1.5427439,47.2177
Calvaire_vers_Ouest,200049721,201049721,-1.560675,47.215527
Libération vers Nord,200049722,201049722,-1.548404,47.191595
Libération vers Sud,200049723,201049723,-1.54764533,47.19226426
Magellan vers Est (CV0944),200049724,201049724,-1.549426317,47.20877508
Magellan vers Ouest (CV0943),200049725,201049725,-1.549400836,47.20879057
Philippot_vers_centre,200049726,201049726,-1.5562603,47.211594
Phillipot_vers_Eboue,200049727,201049727,-1.5564964,47.21169
Pont Mirabeau EST,200049763,200049763,0.700823,47.40016
Pont Mirabeau OUEST,200049764,200049764,0.700675,47.400189
Camon,200049797,251049797,2.35205,49.8788
Epagnette,200049798,251049798,1.84991,50.08012
Grand Chambéry | G04 - Avenue de Lyon,200049811,200049811,5.91104402,45.56255972
Grand Chambéry | G 06 - Avenue Comte Vert,200049812,200049812,5.908721867,45.57271194
Grand Chambéry | G 10 - Avenue Marius Berroir,200049820,200049820,5.932670832,45.56453337
T 09 - VV Planeurs,200049829,353497633,5.9826,45.55883
T 13 - La Ravoire Duguesclin,200049830,353462313,5.95437,45.55523
T 02 - VV Leysse,200049836,353513902,5.93983,45.56831
T 03 - Parc Buisson Rond,200049837,353514984,5.94013,45.56139
T 05 - Avenue de la Boisse,200049838,200049838,5.91151,45.58142
T 07 - Avenue Verte Nord,200049839,353462976,5.90442,45.58541
T 08 - Croix de Bissy,200049840,353497590,5.88672,45.58254
T 01 - Parc du Verney,200049841,200049841,5.91904,45.56887
Paris | Totem 64 Rue de Rivoli,200049843,201049843,2.35211,48.85735
Paris | 87 Avenue de Flandre,200049844,201049844,2.37472,48.88926
Paris | 72 avenue de Flandre,200049845,201049845,2.374872,48.889046
Paris | 97 avenue Denfert Rochereau,200049846,201049846,2.332968,48.834695
Paris | 135 Avenue Daumesnil,200049849,201049849,2.383378,48.843435
Paris | 243 Boulevard Saint Germain,200050132,201050132,2.32014,48.86179
Rennes | Rue d'Isly V1,200050719,201050719,-1.677528974,48.10644704
Paris | 180 Avenue d'Italie,200056039,201056039,2.35902,48.82024
Paris | 129 rue Lecourbe,200056040,201056040,2.301,48.842091
Paris | 147 avenue d'Italie,200056041,201056041,2.3592,48.82026
Paris | 33 avenue des Champs Elysées,200056042,201056042,2.307076,48.869831
Paris | 132 rue Lecourbe,200056044,201056044,2.30115,48.84216
Paris | Pont de la Concorde N-S,200056045,201056045,2.31988,48.86392
Paris | Pont des Invalides S-N,200056046,201056046,2.31061,48.86282
Paris | Pont de la Concorde S-N,200056047,201056047,2.32003,48.86378
Paris | Pont des Invalides N-S,200056223,201056223,2.310345,48.86284
Paris | Face au 4 avenue de la porte de Bagnolet,200056327,201056327,2.40969,48.86461
Paris | Pont Charles De Gaulle,200056329,201056329,2.36811,48.84223
Paris | 36 quai de Grenelle,200056330,201056330,2.28589,48.85204
Paris | Face au 40 quai D'Issy,200056331,201056331,2.26542,48.83421
Paris | Pont de Bercy,200056332,201056332,2.37587,48.83848
Paris | 38 rue Turbigo,200056334,201056334,2.35358,48.86521
Paris | Quai d'Orsay,200056335,201056335,2.31179,48.86288
Paris | 27 quai de la Tournelle,200056336,201056336,2.35423,48.85013
Paris | Totem 85 quai d'Austerlitz,200057329,201057329,2.36729,48.84201
Paris | Totem 73 boulevard de Sébastopol,200057445,201057445,2.35096,48.86377
EV8/VELITTORALE - Canet-en-Roussillon - Vélos,200057449,200057449,3.03257,42.65953
Gétigné,200057450,200057450,-1.268579852,47.0863511
Quincey,200057466,251057466,6.18516,47.61411
Quai de la Loire,200057472,200057472,0.708599389,47.39700202
(Echirolles) Digue - Comboire V64,200057474,353653581,5.698,45.15477
(Fontaine) Digue - Quai du Drac,200057475,200057475,5.70008,45.19463
(Grenoble) Boulevard Maréchal Lyautey,200057476,353347430,5.72924,45.18572
(Grenoble) Stade des Alpes,200057477,200057477,5.74114,45.18879
(Saint Egreve) Digue - VV2 V63,200057478,353653827,5.67662,45.21655
Gare,200057479,200057479,5.71421,45.19402
(Meylan) Mairie / Afficheur,200057480,200057480,5.779066,45.209481
(Grenoble) Av. des jeux olympiques - gre1,200057481,353653881,5.74438,45.17451
(Seyssins) Digue - Passerelle Drac1,200057482,353653615,5.69991,45.16868
(Eybens) Rue P. Mendes France - eyb1,200057483,353653632,5.74428,45.15022
genets,200057484,200057484,2.18918,48.68599
Villeurbanne_Pont de Cusset_ID2250-2251,300014585,353252920,4.904326039,45.7674087
Lyon 8_Challemel-Lacour_Champagneux_ID2256-2257,300014589,353244995,4.850324392,45.72925098
Lyon 3_Mouton Duvernet_Hachette_ID1047-1048_EVO_,300014590,353245021,4.860554338,45.74975655
Lyon 3_Gambetta_Lacroix_ID380-381_EVO_,300014591,353245044,4.845102383,45.75454604
Lyon 2_Bellecour_Chambonnet_ID656-657_EVO_,300014592,353245072,4.830996394,45.75877333
Lyon 3_Quai Augagneur_Bonnel_ET_Berges sous Pont Wilson_EcoDispay Compact_ID524-525-1635-1636_PROB,300014607,353472476,4.841108322,45.76124342
55 bd Paul Vaillant Couturier,300014623,353245466,2.44512,48.86649
Vaulx en Velin_Pont de la Soie_ID2252-2253_3G,300014769,353246437,4.93241,45.77127
Quai Valin,300014836,353246823,-1.150573926,46.15777042
Grenoble (Quai de France),300014841,353246872,5.72215,45.19338
Lyon 7_Croix Barret_A.Chollat_SNCF_3G_ID2258-2259,300015065,353486026,4.84932,45.73695
Lyon 6_Pont W.Churchill_ID1783-1784_,300015066,353251553,4.844342771,45.77784354
Vénissieux_Passerelle Puizot_J.Guesde_ID2149-2150_,300015067,353251563,4.884758681,45.72034524
Lyon 6_Pont Lafayette_ID802-803,300015128,353398022,4.840674179,45.76354001
Av JOURDAN Sens Nord / Sud,300015208,353252525,6.968277097,43.5587418
Bd du Riou Sens Montèe,300015212,353651558,7.00241,43.55858
Saint Fons_Pont de Pierre Bénite_3G_ID2254-2255,300015275,353252846,4.843629599,45.69383052
La Bassée,300015405,353253769,1.61579,50.23399
Totem Mulhouse,300015531,353254683,7.3272122,47.744508
Lyon 5_Quai P.Scize_Entre passerelle_ID312-313_,300015776,353256299,4.8208228,45.76691251
123 Avenue Aristide Briand,300015836,353256708,2.453432679,48.87274495
