nom_site,id_site,id_flux,longitude,latitude
Paris | Face au 4 avenue de la porte de Bagnolet,200056327,201056327,2.40969,48.86461
Paris | Face au 40 quai D'Issy,200056331,201056331,2.26542,48.83421
EV8/VELITTORALE - Canet-en-Roussillon - Vélos,200057449,200057449,3.03257,42.65953
Quincey,200057466,251057466,6.18516,47.61411
(Fontaine) Digue - Quai du Drac,200057475,200057475,5.70008,45.19463
(Grenoble) Stade des Alpes,200057477,200057477,5.74114,45.18879
Gare,200057479,200057479,5.71421,45.19402
(Meylan) Mairie / Afficheur,200057480,200057480,5.779066,45.209481
(Grenoble) Av. des jeux olympiques - gre1,200057481,353653881,5.74438,45.17451
genets,200057484,200057484,2.18918,48.68599
Villeurbanne_Pont de Cusset_ID2250-2251,300014585,353252920,4.904326039,45.7674087
Lyon 3_Mouton Duvernet_Hachette_ID1047-1048_EVO_,300014590,353245021,4.860554338,45.74975655
Lyon 3_Gambetta_Lacroix_ID380-381_EVO_,300014591,353245044,4.845102383,45.75454604
Lyon 3_Quai Augagneur_Bonnel_ET_Berges sous Pont Wilson_EcoDispay Compact_ID524-525-1635-1636_PROB,300014607,353472476,4.841108322,45.76124342
Grenoble (Quai de France),300014841,353246872,5.72215,45.19338
Lyon 7_Croix Barret_A.Chollat_SNCF_3G_ID2258-2259,300015065,353486026,4.84932,45.73695
Lyon 6_Pont W.Churchill_ID1783-1784_,300015066,353251553,4.844342771,45.77784354
Lyon 6_Pont Lafayette_ID802-803,300015128,353398022,4.840674179,45.76354001
Av JOURDAN Sens Nord / Sud,300015208,353252525,6.968277097,43.5587418
Bd du Riou Sens Montèe,300015212,353651558,7.00241,43.55858
Saint Fons_Pont de Pierre Bénite_3G_ID2254-2255,300015275,353252846,4.843629599,45.69383052
La Bassée,300015405,353253769,1.61579,50.23399
Lyon 5_Quai P.Scize_Entre passerelle_ID312-313_,300015776,353256299,4.8208228,45.76691251
123 Avenue Aristide Briand,300015836,353256708,2.453432679,48.87274495
Av Pasteur vers A3,300015842,353256749,2.433739901,48.86831314
Voie Verte Hérépian,300015932,353257307,3.10866,43.59362
Voie Verte Le Poujol,300015933,353257310,3.039790392,43.57876647
Villeurbanne_Genas_C.Lacouture_ID1603-1604_,300016017,353651529,4.91132406,45.75017218
Lyon 6_Lafayette_Lalande_Pont SNCF_ID2147-2148_,300016087,353424734,4.860043232,45.76366654
Lyon 3_Part-Dieu_Guichard_ID526-52_Eco-Display_,300016088,353258430,4.848081621,45.75961524
Lyon 3_Flandin_F.Faure_Hachette_ID469-470,300016113,353258588,4.86325859,45.75393363
(Grenoble) Rue Léo Lagrange - Gre2,300016128,353294035,5.719582917,45.18023339
(Echirolles) rue Victor Hugo,300016130,353258725,5.71238,45.15496
Villeurbanne_11 Novembre_Rossellini_ID467-468_,300016141,353258804,4.86229514,45.77946754
RD 98 VALBONNE,300016225,353259385,7.02706,43.61247
RD 504 BIOT,300016226,353259396,7.06639,43.61622
Chaussée de la Madeleine (CV0880-CV0881),300016301,353259897,-1.5529,47.21172
Bd Malakoff vers Ouest (CV0947),300016302,353259898,-1.536085634,47.21293295
Rte des Sorinières vers Sud (CV0959),300016305,353259901,-1.541614181,47.15913009
Quai Ceneray vers Ouest (CV0995),300016308,353259904,-1.552801945,47.22117768
Van Iseghem vers Nord (CV0996),300016309,353259905,-1.548650148,47.23243667
Van Iseghem vers Sud (CV0997),300016310,353259906,-1.548925587,47.23262028
Tremie vers Ouest (CV0986),300016311,353259907,-1.544547603,47.21718696
Kennedy vers Est (CV0988),300016312,353259908,-1.54504032,47.21676769
Pont de Pirmil (CV0890),300016314,353259912,-1.54388938,47.19960745
Pont Tabarly vers Sud (CV0725) - Trottoir,300016315,353259913,-1.529558196,47.2132886
Tremie vers Est (CV0987),300016320,353259918,-1.544571763,47.21708613
Pont Tabarly vers Nord (CV0727) Piste,300016321,353259919,-1.529301681,47.21333087
Lyon 4_Tunnel Crx Rousse_Saone_ID1149-1150_Totem 3G_,300016332,353509157,4.813997,45.77463
EV8/V81 - Le Barcarès - Vélos,300016358,353260220,3.02314,42.77115
Strasbourg | Rue Alfred Kastler,300016391,353260408,7.770510994,48.57195852
Strasbourg | Quai Marc Bloch,300016392,353260411,7.736329856,48.57685472
Strasbourg | Rue du Rempart,300016394,353260417,7.727942963,48.58086378
Strasbourg | Route des Romains Sud,300016395,353260420,7.722078244,48.58029168
Strasbourg | Rue de Saales,300016396,353260423,7.733071154,48.57450994
Strasbourg | Place de Haguenau,300016397,353260426,7.741875154,48.59373825
Strasbourg | Rue de l'Eglise Rouge,300016401,353260442,7.746217967,48.59282194
Strasbourg | Avenue de la Forêt-Noire,300016408,353260509,7.767070665,48.58529087
Strasbourg | Avenue de l'Europe (devant Conseil de l'Europe),300016411,353260518,7.773856825,48.59541873
Strasbourg | Voie TRAM (hauteur rue des Jardiniers),300016412,353260521,7.784367998,48.59988756
Strasbourg | Rue du Rhin Tortu,300016415,353260528,7.758064872,48.54633999
Strasbourg | Rue de la Plaine des Bouchers,300016424,353260555,7.739025569,48.5681491
Strasbourg | Route d'Oberhausbergen (SDIS),300016427,353260564,7.72829865,48.59028266
Strasbourg | Petite Rue des Magasins,300016436,353260570,7.737973159,48.58915835
Strasbourg | Rue Ettore Bugatti,300016443,353260588,7.700158446,48.54792645
Strasbourg | Route de Hausbergen,300016444,353260591,7.728556592,48.60627368
Lyon 9_Pont R.Schuman_ID1051-1052_,300016488,353260890,4.809320507,45.78042511
Lyon 9_Passerelle Masaryk_ID1053-1054_,300016489,353260901,4.80833259,45.77847191
Lyon 9_Bourbonnais_Apollinaire_ID1787-1788_,300016490,353260908,4.795455222,45.77359121
Lyon 6_Pont Morand_EcoDisplay_ID552-553,300017188,353366914,4.840550423,45.76861189
Lyon 2_Delandine_Belier_ID1789-1790_3G,300017331,353485795,4.828398018,45.74807048
Boulevard Heurteloup,300017731,353269319,0.69427,47.3909
Pont d'Arcole #2,300017733,353269331,0.71588,47.37425
Rue d'Entraigues,300017735,353628846,0.68701,47.38763
Bordeaux | 155 Avenue François Mitterrand,300017942,353270717,-0.628197,44.8257189
Bordeaux | Boulevard Antoine Gautier,300018056,353271424,-0.5986439,44.8340088
Bordeaux | 49 rue des Griffons,300018057,353271427,-0.5163429,44.8898128
Bordeaux | 9 Quai de la Souys,300018068,353271460,-0.544754,44.8307298
Bordeaux | 21 Cours du Général De Gaulle,300018070,353271466,-0.604992,44.7865269
Bordeaux | Avenue de Magudas,300018075,353271490,-0.6635051,44.8580193
Bordeaux | Bd Pompidou - Rue Larminat - Barrière Ornano,300018077,353271496,-0.5984599,44.8333418
013 VV Brillevast,300019498,353280701,-1.43304,49.61463
Strasbourg,300020236,353286340,5.058946,47.321484
Place Matabiau,300020528,353288090,1.45308,43.61049
Port St Etienne,300020529,353288098,1.45616,43.59933
Bron_F.Roosevelt_L.Bonnevay_ID641-642_,300020920,353290814,4.900803566,45.73630541
Lyon 6_Vauban_Viabert_Thiers_ID550-551_EVO,300021002,353291391,4.861450195,45.76628433
Lyon 7_Yves Farge_Lagrange_ID658-659_EVO_,300021003,353291416,4.835223556,45.74446708
Hauconcourt,300021034,353527272,6.18273,49.21727
Villeurbanne_J.Bertin_Poudrette_ID643-644,300021107,353292140,4.920244217,45.76052112
Lyon 4_Canuts_Montée de la Boucle_ID649-650,300021168,353292483,4.831060767,45.78377612
Seyssel,300021311,353293575,5.83435,45.95606
Le Net,300021365,353293949,-2.83517,47.52402
Lyon 8_Etats Unis_Cazeneuve_ID465-466,300021413,353307202,4.863708615,45.73438088
Lyon 7_P.Duvivier_Vienne_ID463-464_EVO_,300021427,353294294,4.851676226,45.73932312
Av. P.G Latécoère (Blagnac) - intersection rue Vélasquez,300021432,353294351,1.3916,43.6225
Boulevard Yves Brunaud (Colomiers),300021433,353294356,1.3545,43.6133
RM1 (Cornebarrieu) -giratoire avec RM63e,300021434,353294360,1.3403,43.6507
Airbus St-Martin - Giratoire de la Crabe,300021491,353294723,1.3726,43.6112
Grièges RD51,300022042,353298393,4.8326,46.28913
Cagnes sur Mer - Promenade de la Plage,300022079,353298704,7.168889,43.657754
Le Broc - Pont Nucéra,300022086,353635354,7.18167,43.82555
Nice - Promenade des Anglais (Gambetta),300022088,353635717,7.25582,43.6936
Nice - Promenade des Anglais (Centenaire),300022091,353298940,7.267605,43.69492
Nice - Quai des Etats-Unis,300022093,353636308,7.27261,43.69501
Nice - Rue Chauvain,300022098,353636282,7.27115,43.69823
Nice - Rue du Congrès,300022099,353635734,7.26355,43.69641
Nice - Rue Paganini,300022100,353636165,7.26401,43.70368
Saint Benoit - site vallée Mouton,300022166,353299555,0.35737,46.55992
carrefour Dresser,300022401,353300825,0.13977,49.49427
jean jaures,300022404,353410829,0.17296,49.50058
mendes france,300022407,353410991,0.14327,49.51028
strasbourg,300022413,353411852,0.11252,49.49286
tunnel jenner nord,300022414,353300970,0.13622,49.50825
harfleur,300022427,353301098,0.19376,49.5056
St Leu La Foret,300022490,353301670,2.230313,49.014357
Lyon 5_Pont Maréchal Juin_ID809-810,300022784,353303357,4.829751849,45.76328678
Bd Guy Mollet vers Nord (CV1041),300022904,353304307,-1.554415226,47.24876607
Augy,300023022,353305248,3.604213,47.782406
(SMLV) Pont d'Oxford - Afficheur,300023048,353305396,5.702440739,45.20790912
Vénissieux_Bld J.Curie_P.Jaillet_ID1599-1600_,300023313,353307276,4.873481269,45.72181021
LxL_Belle Etoile,300023317,353307294,4.719269208,45.78505979
LxL_Buissonnier,300023318,353307308,4.7268105,45.784176
SN_Bld Leferme (Ville Halluard),300023328,353307395,-2.2015156,47.2846115
(Saint Martin d'Hères) Campus universitaire,300023351,353478805,5.76946,45.18633
Lyon 3_Quai Augagneur (formule),300023363,353307701,4.8320114,45.7578137
Av des Minimes vers Canal,300023934,353310847,1.4368922,43.6171611
Pont de Blagnac vers Blagnac,300023936,353354170,1.3996207,43.6248201
Av Etienne Billières vers Rue Champêtre,300023940,353437848,1.4296723,43.5977052
Argonay,300025028,353317688,6.15043,45.94241
Av. Antoine de St Exupéry impaire,300025612,353321293,1.4620211,43.5871404
"Av. Camille Pujol - 17, 31500 Toulouse",300025614,353321297,1.4592856,43.6015616
"Av. de Grande Bretagne - 30, 31300 Toulouse",300025617,353321300,1.4215722,43.597152
Av. Jean Rieux impaire,300025618,353321301,1.45768,43.59805
"Rte de Saint-Simon - 397, 31300 Toulouse",300025623,353321316,1.4169632,43.5905085
RUE-RD991-Pont Chatou-Sud,300028397,353341343,2.16488,48.88771
Réseau Vert 02 - St-Sauveur,300028622,353343365,3.834298253,43.70848927
Vieux Pont - Le Bono,300030036,353354287,-2.952758074,47.64098317
Lyon 2_Rambaud_C.Collonge_EVO,300030129,353355064,4.821394086,45.74966297
74 av de romans,300030587,353358460,4.90465,44.93401
Av Marseille,300030588,353358468,4.881899224,44.90004867
Churchill 1,300030590,353358486,4.91793,44.93072
Churchill 2,300030591,353358490,4.91822,44.93054
Liberation,300030594,353465003,4.887171718,44.90917208
Pont Mistral Gambetta,300030598,353468656,4.886105,44.931131
Pont Mistral Guilherand Granges,300030600,353468713,4.88113,44.932573
Rue des Alpes,300030601,353468774,4.89801,44.92878
République 1,300030602,353358538,4.86921,44.93807
République 2,300030603,353358549,4.86948,44.93816
136 Bld G Leclerc OUT-S1  4017,300030635,353358772,2.41136,48.90072
14 Av du 18 Juin 1940 S1,300030636,353358773,2.30764,48.95346
Bld G Leclerc  OUT-S1 ET IN-S2  4017,300030642,353358796,2.41136,48.90061
Livry Gargan RD970 95(ecole) S1 / OUT 4023,300030644,353358801,2.525741,48.9216187
Livry Gargan RD970 N° 92   S2/IN  4023,300030645,353358802,2.5255439,48.9214533
Avenue de la Marne,300030811,353360138,7.5567,47.5895
Av de seville 2,300030812,353360139,7.537551284,47.60591276
Montauban,300030824,353360249,1.325059533,44.00236166
Lyon 4_Pont Clémenceau_Radar,300030895,353360819,4.810670614,45.77475216
Lyon 7_Pont Gallieni_Radar,300030898,353360844,4.833549857,45.74798222
Montpellier | Quai des tanneurs,300031124,353362800,3.874408,43.61621
Montpellier | Avenue du Pirée,300031128,353362804,3.89694,43.6097
Montpellier | Route de Ganges,300031131,353362807,3.852038,43.63199
Montpellier | Avenue Einstein,300031132,353362808,3.913589,43.610302
Montpellier | Route de Montpellier - Grabels,300031133,353362809,3.8224,43.6452
Montpellier | Avenue George Frêche - Pérols,300031135,353362811,3.93324,43.57883
Montpellier | Allée de l'Europe - Juvignac,300031136,353362812,3.8156247,43.614933
Montpellier | Rue Professeur Léon Vallois,300031141,353362817,3.8847,43.614
Montpellier | D21 Jacou - Jacou,300031143,353362819,3.913031,43.671215
Paris | 163 boulevard Brune SE-NO,300031352,353364430,2.321219,48.824237
Bordeaux | Totem,300031355,353364439,-0.6435655,44.7853237
Paris | 24 boulevard Jourdan E-O,300031356,353364440,2.33936,48.82029
Paris | 27 boulevard Davout N-S,300031359,353364447,2.41143,48.84935
Paris | 42 boulevard Soult,300031362,353364497,2.409219,48.840211
Paris | 51 boulevard du Général Martial Valin SE-NO,300031363,353364498,2.274824,48.837006
Paris | 56 boulevard Kellermann E-O,300031364,353364499,2.350291,48.820988
Paris | 77 boulevard Masséna,300031366,353364501,2.368576,48.821204
Paris | 81 boulevard Mortier,300031367,353364502,2.408714,48.86922
Paris | Face au 49 boulevard du Général Martial Valin,300031370,353364505,2.274019,48.837055
Carpentras sud P/V (Venaissia),300033789,353382134,5.04645,44.03416
Carrefour Parc des Expositions,300034321,353385832,-0.3737423,49.1706916
Chaussée Jules César à Pierrelaye,300036198,353399143,2.160385,49.020054
Lyon 6_Pont de Lattre de Tassigny,300036204,353399866,4.840592137,45.77241907
Lyon 2_Pont de la Mulatière,300036205,353491068,4.816630483,45.73182722
Lyon 7_Raoul Servant,300036207,353399283,4.833018047,45.7460183
RD10 Les Odiberts,300036616,353402516,4.219747606,45.80962643
Marchiennes,300036630,353402677,3.2837002,50.4131789
Grand Chatellerault | Promenade des Acadiens,300036638,353402776,0.542728,46.821782
Grand Chatellerault | Avenue Pierrre Abelin,300036639,353402784,0.542721,46.807856
Montpellier | Rue du Mas Nouguier,300036918,353405047,3.859721,43.585203
Montpellier | Clos l'armet,300036920,353405049,3.915,43.6316
Montpellier | Rue du Faubourg Figuerolles,300036926,353405069,3.863965,43.606275
Montpellier | Rue FJ Gossec,300036928,353405071,3.8617,43.5754
Montpellier | Av Jean Mermoz,300036929,353405072,3.8899,43.6115
Montpellier | Avenue de Lodève,300036934,353405083,3.8336,43.61465
Montpellier | Montferrier D17 vers Montpellier,300036970,353405299,3.867914,43.67179
Montpellier | Av du Père Soulas,300036971,353405302,3.85339,43.62387
Montpellier | Bd Renouvier,300036972,353405305,3.86779,43.60383
Montpellier | Av Vincent Auriol - Plan des 4 seigneurs,300036975,353405312,3.855992,43.6489091
Montpellier | Bd Vieussens,300036981,353405329,3.8776,43.6001
Montpellier | Av François Delmas,300036985,353405353,3.8956288,43.6266977
Montpellier | Av de la Pompignane,300036990,353405396,3.89808,43.613844
Montpellier | 40 Rue du Faubourg Saint Jaumes,300036991,353405397,3.868,43.6168
Montpellier | 14 Rue du du Faubourg Saint Jaumes,300036992,353405398,3.8701186,43.6146424
Montpellier | Av Georges Frêche,300036996,353405418,3.9089,43.6232
Erstein,300037779,353412762,7.6420075,48.4213838
Grand Chatellerault | Pont de Loudun,300037871,353413462,0.536927,46.822969
Rue Jeanne d'Arc,300037985,353414177,6.1778536,48.677074
Thermal (Avenue du Maréchal Juin),300037986,353414181,6.169615,48.678337
Passerelle d'Olivet,300038380,353416981,1.9035,47.87013
Piste Av. Jean ZAY Ouest,300038385,353417015,1.92213,47.90689
Pont Cotelle piste mixte Ouest,300038388,353417034,1.9207883,47.859875
Pont George V (Chaussée Est),300038392,353417068,1.90455,47.89503
Recherche Scientifique,300038396,353417085,1.94545,47.84369
Eco 01 - Avenue Jean Rondeaux ROUEN,300038452,353417555,1.07981,49.43843
Eco 03 - Pont Boieldieu ROUEN,300038455,353417575,1.09039,49.4362
Eco 10 - Pont Guillaume Nord ROUEN,300038463,353417653,1.08224,49.44168
Eco 17 - Boulevard Gambetta ROUEN,300038470,353426347,1.08807,49.43931
Eco 22 - Rte de Paris FRANQUEVILLE,300038475,353417796,1.184114534,49.39544893
Eco 27 - Blvd de l'Europe ROUEN,300038480,353417863,1.094732881,49.42872486
4026 Av Stalingrad S1 Bagnolet,300039583,353427102,2.430596016,48.87164509
4027  rd 115 H Barbusse S2 Bobigny,300039585,353427118,2.431798652,48.91059179
Rosny-sous-Bois,300039586,353427122,2.48654,48.87364
66 Avenue du Drapeau,300039735,353428584,5.044681,47.337387
Avenue de l'Université,300039737,353428592,5.0897784,47.313377
Avenue Rolland Carraz dir. Sud,300039739,353428594,5.016217679,47.29338877
Saint Apollinaire,300039744,353428639,5.079208016,47.33049002
Avenue Christophe Colomb,300039758,353428778,0.14214534,49.47709
Lyon 6_Passerelle de la Paix,300040625,353437066,4.854727238,45.78615907
Grand Chatellerault | Quai du Huit Mai,300040684,353437760,0.543457,46.82404
VV Salles-d'Aude - Coursan,300040877,353439454,3.0769055,43.236725
Andilly Bel Air,300040972,353440204,-0.87107,46.1949
Bordeaux | Boulevard Albert 1e,300041908,353447238,-0.5722943,44.8147465
(Crolles) Rue de l’Europe,300041950,353447546,5.88365078,45.26634932
(Grenoble) Rue du Vercors,300041951,353455531,5.7053766,45.19183
(Saint Martin d'Heres) Rue Saint Just,300041956,353447592,5.771974325,45.18178728
Bordeaux | Rue Jean Renaud Dandicolle,300042024,353448060,-0.5944821,44.8291703
Multi vélo piéton Île D’Aix,300042423,353450595,-1.1715751,46.023697
Grand Chatellerault | Avenue Pierre Abelin,300042668,353452838,0.542999,46.807738
Garennes-sur-Eure,300043670,353461465,1.445750222,48.90889062
Wormhout D17 Esquelbeccq,300043756,353462137,2.449918,50.8841
"Orchies Coutiches, 2024, Piste cyclable Chemin ""Jean Le Maire""",300043757,353462141,3.23552,50.463272
Colombelles : franchissement Orne,300044136,353464641,-0.3123592,49.193195
Audenge Hougueyra,300048739,353507132,-0.960532576,44.70282695
hougueyra,300048874,353508409,-0.967243333,44.70044
