nom_site,id_site,id_flux,longitude,latitude
Bogny_Sur_Meuse,100003996,151003996,4.738765137,49.86696391
GUER,200000114,251000114,-2.1270835,47.905632
Le Pellerin - Nantes,200000162,200000162,-1.76697,47.20506
La Daguenière,200000167,200000167,-0.45471,47.41952
Gourin,200000204,201000204,-3.61605,48.12855
Champigny lès Langres,200000223,251000223,5.3349686,47.884884
La Chapelle sur Erdre,200000238,200000238,-1.54336,47.31487
Abbaye Vauclair,200000268,353325036,3.74071,49.45374
Ecole de voile,200000270,353325096,3.66942,49.4716
Observatoire,200000271,353325072,3.7040062,49.462112
Haybes,200000278,251000278,4.73311,50.02215
Bogny_Sur_Meuse,200000280,251000280,4.738765137,49.86696391
Hirson,200000288,251000288,4.102068,49.948006
Cercy La Tour,200000310,200000310,3.62449,46.86689
Saint Vit,200000317,251000317,5.7998476,47.173332
09 Barrage de Pizançon,200000358,251000358,5.074702915,45.03944332
LA CHAPELLE CARO 57DRNE14,200000414,251000414,-2.43645,47.87834
Avenue du 6 Juin 1944,200000442,200000442,2.406807326,51.03417491
BREUIL LE SEC,200000514,251000514,2.4658,49.37768
Ecluse Briassé,200000519,251000519,-0.72255,47.96877
RD 909 Chavoires,200000523,353364955,6.16341,45.89796
Sallanches,200000525,251000525,6.6325,45.96217
Meyzieu_Pont Herbens_ID953-954_3G_,200000536,353660562,4.9910054,45.794758
Capinghem direction Lomme,200000622,201000622,2.960567,50.64612
Villeneuve d'Ascq Bd Van Gogh,200000649,200000649,3.131189,50.621346
Saint Léger les Vignes,200000659,200000659,-1.71368,47.14052
RN2002 Bras Panon Nord,200000668,200000668,MISSING,MISSING
03_Piste cyclable Saint-Palais-sur-Mer,200000688,201000688,-1.1266941,45.658325
V300 - Véloroutes Perpignan/Thuir  - Ponteilla (Vélos + Piétons),200000703,202000703,2.80805,42.63446
PIRINEXUS - Hôtel Néoulous le Boulou -  (Vélos + Piétons),200000705,202000705,2.82657,42.51942
Bourdon,200000714,251000714,2.0685682,49.98484
RD 803 03 Sadirac (Gare),200000795,200000795,-0.40489,44.78031
Machecoul Vélos,200000821,200000821,-1.824941115,47.00206765
Vallauris,200000856,200000856,7.06393,43.55889
56. Ht Grand Barrage (CRB),200000870,251000870,-3.25456,47.81978
V_Caen,200000895,251000895,-0.37121301,49.16829592
V_Livarot,200000897,251000897,0.15184,49.02076
Grez-Neuville,200000935,201000935,-0.686690742,47.6044719
Villarcher GSM Juin 2017,200000942,200000942,5.88331,45.61568
Planche des belles filles,200000946,200000946,6.778349067,47.77245653
saulx,200000949,200000949,2.28041,48.69437
Beauvais,200000967,251000967,2.05373,49.43154
Allenjoie,200000975,200000975,6.900957699,47.52978157
Exincourt,200000981,200000981,6.843112114,47.50246639
Vieux Charmond 2016,200000990,200000990,6.842633,47.52101
Vélodyssée - Biscarrosse (Vivier),200000997,251000997,-1.239647249,44.45232533
SOULAC SUR MER,200001030,200001030,-1.111738819,45.52843834
Villeneuve d'Ascq - Parc Urbain,200001031,251001031,3.145607,50.635942
Artzenheim,200049674,200049674,7.5323,48.11498
Luzoir  gare,200049682,251049682,3.958001,49.921528
Marly-Gomont,200049683,251049683,3.78701,49.90655
Moulin d'Écouffeaux,200049684,251049684,3.609109,49.461132
Passerelle monampteuil,200049685,251049685,3.551959,49.47008
Guise,200049689,251049689,3.627218,49.89469
Bouaye_cote_maison,200049695,201049695,-1.69394,47.14825
Bouaye_cote_stade,200049696,201049696,-1.69378,47.14836
Stalingrad_vers_Est,200049719,201049719,-1.5427439,47.2177
Digne les bains,200049769,200049769,6.2374,44.13025
Molac,200049776,251049776,-2.43485,47.69568
5 Santenay,200049786,200049786,4.688495994,46.90564137
Langres,200049787,200049787,5.35716,47.87247
Lac d'orthez,200049803,251049803,-0.75472,43.47135
Santes,200049834,251049834,2.975882764,50.57871601
Paris | 97 avenue Denfert Rochereau,200049846,201049846,2.332968,48.834695
EV8 - Sorède (Vélos + Piétons),200057448,251057448,2.95847,42.5402
EV8/VELITTORALE - Canet-en-Roussillon - Vélos,200057449,200057449,3.03257,42.65953
genets,200057484,200057484,2.18918,48.68599
hurepoix,200057486,200057486,2.23206,48.66949
saint aubin,200057487,200057487,2.15728,48.72489
Lyon 3_Quai Augagneur_Bonnel_ET_Berges sous Pont Wilson_EcoDispay Compact_ID524-525-1635-1636_PROB,300014607,353472476,4.841108322,45.76124342
Tournus Nord - Boyer,300015326,353253267,4.93141,46.60264
Voie Verte Hérépian,300015932,353257307,3.10866,43.59362
Villeurbanne_Genas_C.Lacouture_ID1603-1604_,300016017,353651529,4.91132406,45.75017218
Vénissieux_Vienne_L.Bonnevay_ID1596-1597_,300016276,353486476,4.854665839,45.71761621
EV8/V81 - Le Barcarès - Vélos,300016358,353260220,3.02314,42.77115
Strasbourg | Route d'Oberhausbergen (SDIS),300016427,353260564,7.72829865,48.59028266
Strasbourg | Rue du 23 Novembre,300016441,353260582,7.706153714,48.53212324
Strasbourg | Rue Ettore Bugatti,300016443,353260588,7.700158446,48.54792645
EV3 - voie verte de l'Avesnois - Ferriere La Petite ,300017431,353266950,4.01727,50.23977
EV3 – voie verte de l’Avesnois – Solre-Le-Château,300017433,353266978,4.08025,50.17484
Bld Charles de Gaulle,300017734,353269338,0.6733,47.41268
Falaise Bloucard,300017804,353269769,3.49992,49.85479
Bordeaux | 21 Cours du Général De Gaulle,300018070,353271466,-0.604992,44.7865269
Avenue Schuman,300018934,353277033,5.44683,43.51822
013 VV Brillevast,300019498,353280701,-1.43304,49.61463
Saint-Paul,300019560,353281214,6.74745,44.51728
Lac du Jaunay,300021191,353292639,-1.75068,46.6595
Lac du Jaunay,300021979,353297907,-1.75068,46.6595
Cagnes sur Mer - Promenade de la Plage,300022079,353298704,7.168889,43.657754
Le Broc - Pont Nucéra,300022086,353635354,7.18167,43.82555
carrefour Dresser,300022401,353300825,0.13977,49.49427
jean jaures,300022404,353410829,0.17296,49.50058
fontaine la mallet,300022426,353301084,0.14082,49.53302
harfleur,300022427,353301098,0.19376,49.5056
St Leu La Foret,300022490,353301670,2.230313,49.014357
gare cluny,300022800,353303546,4.66705,46.42654
saint yan,300022803,353303588,4.07554,46.44475
VV ST GENGOUX LE NAL,300022807,353303644,4.66743,46.6043
Dunières,300022820,353303725,4.36377,45.20867
Riotord,300022823,353303767,4.40162,45.22777
Lucy,300023028,353305279,3.5907121,47.5223043
Pompierre,300023231,353306792,6.521455944,47.41639025
Esnans,300023232,353306806,6.328383359,47.34313188
Lyon 3_Quai Augagneur (formule),300023363,353307701,4.8320114,45.7578137
Paris | Quai des Tuileries,300023969,353311026,2.32203,48.86357
Tour du Bourg - Plescop,300030038,353354304,-2.8077483,47.7034581
Gare St Mars du Désert,300030067,353354490,-1.4025377,47.3554126
Gautrie Petit Mars,300030068,353354504,-1.4527292,47.4046026
SàV (Hautot sur Seine),300030360,353356807,0.9757,49.35451
Bld G Leclerc  OUT-S1 ET IN-S2  4017,300030642,353358796,2.41136,48.90061
14_LaPalmyre-hippodrome,300030711,353359336,-1.176722646,45.69471855
16_La Palmyre-quads,300030713,353359343,-1.1621207,45.7131355
Av de seville 2,300030812,353360139,7.537551284,47.60591276
voie verte gare Pornic,300032099,353370083,-2.0927263,47.1154765
Moulin Berland,300032102,353370128,-0.2197664,45.2568512
Chatillon-Sur-Indre,300033249,353378563,1.182882674,46.9924937
V MARITIME (Fécamp RD79),300035704,353395352,0.3774881,49.766228
VRLIN PN45 (Bosville),300035708,353395392,0.7023432,49.76823
Chaussée Jules César à Pierrelaye,300036198,353399143,2.160385,49.020054
Grand Chatellerault | Promenade des Acadiens,300036638,353402776,0.542728,46.821782
Grand Chatellerault | Avenue Pierrre Abelin,300036639,353402784,0.542721,46.807856
Saint Denis-sur-Sarthon,300036915,353405020,-0.0219901,48.454365
Montpellier | Rue du Faubourg Figuerolles,300036926,353405069,3.863965,43.606275
Grand Chatellerault | Pont de Loudun,300037871,353413462,0.536927,46.822969
Eco 22 - Rte de Paris FRANQUEVILLE,300038475,353417796,1.184114534,49.39544893
Eco 23 - Pont Jeanne d'Arc ROUEN,300038476,353417814,1.088070273,49.43792794
Eco 28 - Pont Jaurès ELBEUF,300038481,353417872,1.010194707,49.29264878
Rosny-sous-Bois,300039586,353427122,2.48654,48.87364
Avenue Christophe Colomb,300039758,353428778,0.14214534,49.47709
Saint Aubin des Ormeaux,300040377,353434461,-1.0723,47.00699
CD66 | Pirinexus/Reynès,300040606,353452872,2.723,42.493
CD66 | Agouille de la Mar/Saint-Cyprien,300040609,353452849,3.012,42.636
Le Gué St Sauveur,300040973,353440218,-0.871065482,46.19489543
